Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
The Spiderwick Chronicles,X360,2008.0,Action,0.09,0.01,0.0,0.01,59.0,tbd,E10+
The Spiderwick Chronicles,DS,2008.0,Action,0.07,0.0,0.0,0.01,60.0,tbd,E10+
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,01.06,0.54,0.0,0.16,75.0,9,E
The SpongeBob SquarePants Movie,XB,2004.0,Platform,0.4,0.12,0.0,0.02,74.0,8.5,E
The SpongeBob SquarePants Movie,GC,2004.0,Platform,0.73,0.19,0.0,0.03,73.0,7.8,E
The SpongeBob SquarePants Movie,GBA,2004.0,Platform,01.02,0.38,0.0,0.06,,tbd,E
The Story of Noah's Ark,DS,2010.0,Action,0.09,0.0,0.0,0.01,,,
The Stronghold Collection,PC,2009.0,Strategy,0.03,0.08,0.0,0.02,,tbd,T
The Suffering,XB,2004.0,Action,0.16,0.05,0.0,0.01,77.0,8.8,M
The Suffering,PS2,2004.0,Action,0.2,0.16,0.0,0.05,77.0,8.9,M
The Suffering: Ties That Bind,PS2,2005.0,Action,0.09,0.07,0.0,0.02,75.0,8,M
The Suffering: Ties That Bind,XB,2005.0,Action,0.07,0.02,0.0,0.0,76.0,9.1,M
The Suite Life of Zack & Cody: Circle of Spies,DS,2007.0,Action,0.17,0.09,0.0,0.03,,,
The Suite Life of Zack & Cody: Tipton Trouble,DS,2006.0,Action,0.23,0.0,0.0,0.02,,,
The Sum of All Fears,GC,2003.0,Shooter,0.03,0.01,0.0,0.0,36.0,3.4,T
The Sum of All Fears,GBA,2002.0,Shooter,0.03,0.01,0.0,0.0,69.0,tbd,T
The Tale of Despereaux,PS2,2008.0,Platform,0.17,0.13,0.0,0.04,,tbd,E10+
The Tale of Despereaux,DS,2008.0,Platform,0.06,0.0,0.0,0.0,75.0,tbd,E
The Tale of Despereaux,Wii,2008.0,Platform,0.04,0.0,0.0,0.0,,tbd,E10+
The Talos Principle,PS4,2015.0,Puzzle,0.0,0.02,0.0,0.0,88.0,8.4,E10+
The Technomancer,XOne,2016.0,Role-Playing,0.01,0.01,0.0,0.0,68.0,7.4,M
The Technomancer,PS4,2016.0,Role-Playing,0.02,0.04,0.0,0.01,60.0,6.7,M
The Technomancer,PC,2016.0,Role-Playing,0.0,0.01,0.0,0.0,56.0,6.8,M
The Terminator: Dawn of Fate,XB,2002.0,Action,0.11,0.03,0.0,0.01,53.0,5.2,T
The Terminator: Dawn of Fate,PS2,2002.0,Action,0.2,0.16,0.0,0.05,58.0,5.7,T
The Testament of Sherlock Holmes,PC,2012.0,Adventure,0.0,0.06,0.0,0.01,73.0,8,M
The Testament of Sherlock Holmes,PS3,2012.0,Adventure,0.05,0.14,0.0,0.04,65.0,7.4,M
The Testament of Sherlock Holmes,X360,2012.0,Adventure,0.0,0.02,0.0,0.0,64.0,7.6,M
The Thing,PS2,2002.0,Adventure,0.22,0.17,0.0,0.06,78.0,7.4,M
The Thing,XB,2002.0,Adventure,0.15,0.04,0.0,0.01,78.0,6.6,M
The Tomb Raider Trilogy,PS3,2011.0,Action,0.27,0.46,0.0,0.15,78.0,8.1,T
The Train Giant,PC,2012.0,Strategy,0.0,0.01,0.0,0.0,,,
The Treasures of Montezuma,DS,2010.0,Puzzle,0.02,0.01,0.0,0.0,,tbd,E
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011.0,Puzzle,0.01,0.0,0.0,0.0,,,
The Typing of the Dead,DC,2000.0,Shooter,0.0,0.0,0.05,0.0,83.0,7.8,M
The Ultimate Battle of the Sexes,Wii,2010.0,Misc,0.01,0.0,0.0,0.0,,tbd,T
The Ultimate Red Ball Challenge,Wii,2009.0,Misc,0.0,0.19,0.0,0.01,,,
The Unholy War,PS,1998.0,Strategy,0.07,0.05,0.0,0.01,,,
The Urbz: Sims in the City,PS2,2004.0,Simulation,0.52,0.95,0.0,0.29,70.0,8.2,T
The Urbz: Sims in the City,GBA,2004.0,Simulation,0.37,0.22,0.0,0.03,72.0,9.2,E
The Urbz: Sims in the City,GC,2004.0,Simulation,0.24,0.14,0.0,0.02,73.0,8.4,T
The Urbz: Sims in the City,XB,2004.0,Simulation,0.22,0.11,0.0,0.01,70.0,6.5,T
The Urbz: Sims in the City (all regions sales),DS,2004.0,Simulation,0.4,0.01,0.02,0.0,,,
The Urbz: Sims In the City (US weekly sales),DS,2004.0,Simulation,0.26,0.0,0.0,0.02,,,
The Voice,PS3,2014.0,Action,0.02,0.0,0.0,0.01,,tbd,
The Voice,WiiU,2014.0,Action,0.08,0.0,0.0,0.01,,,
The Voice,X360,2014.0,Action,0.07,0.0,0.0,0.01,,,
The Void,PC,2008.0,Adventure,0.0,0.03,0.0,0.01,77.0,8.3,
The Walking Dead: Season One,PS3,2012.0,Adventure,0.4,0.23,0.03,0.1,,,
The Walking Dead: Season One,X360,2012.0,Adventure,0.55,0.13,0.0,0.05,,,
The Walking Dead: Season One,PS4,2014.0,Adventure,0.12,0.25,0.02,0.07,,,
The Walking Dead: Season One,XOne,2014.0,Adventure,0.08,0.06,0.0,0.01,,,
The Walking Dead: Season One,PSV,2013.0,Adventure,0.1,0.0,0.01,0.03,,,
The Walking Dead: Season One,PC,2012.0,Adventure,0.0,0.03,0.0,0.01,,,
The Walking Dead: Season Two,PS4,2014.0,Adventure,0.1,0.09,0.01,0.04,,,
The Walking Dead: Season Two,PS3,2014.0,Adventure,0.09,0.06,0.0,0.03,,,
The Walking Dead: Season Two,XOne,2014.0,Adventure,0.08,0.05,0.0,0.01,,,
The Walking Dead: Season Two,X360,2014.0,Adventure,0.04,0.05,0.0,0.01,,,
The Walking Dead: Season Two,PSV,2014.0,Adventure,0.07,0.0,0.01,0.02,,,
The Walking Dead: Survival Instinct,X360,2013.0,Shooter,0.46,0.11,0.0,0.05,32.0,4,M
The Walking Dead: Survival Instinct,PS3,2013.0,Shooter,0.28,0.15,0.0,0.08,34.0,3.6,M
The Walking Dead: Survival Instinct,WiiU,2013.0,Shooter,0.08,0.03,0.0,0.01,,4.6,M
The Warriors,XB,2005.0,Action,0.21,0.06,0.0,0.01,85.0,8.2,M
The Warriors,PS2,2005.0,Action,0.44,0.02,0.0,0.07,84.0,8.5,M
The Warriors,PSP,2007.0,Action,0.23,0.01,0.0,0.02,81.0,7.8,M
The Weakest Link,PS,2001.0,Misc,0.05,0.03,0.0,0.01,63.0,7.2,E
The Whispered World,PC,2009.0,Adventure,0.0,0.08,0.0,0.02,70.0,7.6,E
The Wild Thornberrys Movie,GBA,2002.0,Platform,0.25,0.09,0.0,0.01,,tbd,E
The Wild Thornberrys: Animal Adventures,PS,2000.0,Adventure,0.1,0.07,0.0,0.01,,,
The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,0.11,0.04,0.0,0.0,,tbd,E
The Wild West,DS,2007.0,Action,0.01,0.0,0.0,0.0,35.0,tbd,E10+
The Witch and the Hundred Knight,PS3,2013.0,Role-Playing,0.07,0.02,0.1,0.02,53.0,7.5,T
The Witch and the Hundred Knight,PS4,2015.0,Role-Playing,0.02,0.01,0.05,0.01,,,
The Witcher,PC,2007.0,Role-Playing,0.0,0.05,0.0,0.01,81.0,8.8,M
The Witcher 2: Assassins of Kings,X360,2012.0,Action,0.48,0.32,0.02,0.08,88.0,8.3,M
The Witcher 2: Assassins of Kings,PC,2011.0,Action,0.25,0.56,0.0,0.14,88.0,8.5,M
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,01.02,2.13,0.23,0.59,92.0,9.2,M
The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,0.69,0.5,0.0,0.11,91.0,9.2,M
The Witcher 3: Wild Hunt,PC,2015.0,Role-Playing,0.21,0.46,0.0,0.05,93.0,9.3,M
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,0.32,0.01,0.0,0.0,86.0,8.5,M
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,0.13,0.0,0.0,0.01,68.0,6,E
The Wolf Among Us,PS3,2014.0,Adventure,0.05,0.02,0.0,0.02,,8.2,
The Wolf Among Us,PS4,2014.0,Adventure,0.1,0.07,0.0,0.04,83.0,8.4,M
The Wolf Among Us,PSV,2014.0,Adventure,0.03,0.0,0.0,0.01,,8.4,M
The Wolf Among Us,XOne,2014.0,Adventure,0.05,0.02,0.0,0.01,,8.5,M
The Wolf Among Us,X360,2011.0,Adventure,0.01,0.02,0.0,0.0,83.0,7.7,
The Wonderful 101,WiiU,2013.0,Action,0.19,0.1,0.08,0.03,78.0,8.5,T
The World Ends With You,DS,2007.0,Role-Playing,0.49,0.04,0.21,0.04,88.0,8.9,T
The X Files,PS,1999.0,Adventure,0.24,0.16,0.0,0.03,,,
The X Files: Resist or Serve,PS2,2004.0,Adventure,0.06,0.05,0.0,0.02,67.0,8.4,M
The X-Factor,Wii,2010.0,Misc,0.0,0.28,0.0,0.04,,,
The X-Factor,PS3,2010.0,Misc,0.0,0.1,0.0,0.03,,,
The X-Factor,X360,2010.0,Misc,0.0,0.08,0.0,0.01,,,
Theatre Of War,PC,2007.0,Strategy,0.0,0.01,0.0,0.0,66.0,6.2,T
Theatrhythm Dragon Quest,3DS,2015.0,Misc,0.0,0.0,0.15,0.0,,,
Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,0.13,0.08,0.15,0.02,83.0,8.2,T
Theatrhythm: Final Fantasy,3DS,2012.0,Misc,0.22,0.07,0.18,0.02,78.0,7.8,E10+
Theme Hospital,PC,1997.0,Strategy,2.3,0.1,0.0,0.0,,9,K-A
Theme Hospital,PS,1998.0,Strategy,0.03,0.02,0.03,0.01,,,
Theme Park,DS,2007.0,Simulation,0.0,0.02,0.03,0.0,72.0,7.6,E
Theme Park,PS,1994.0,Simulation,0.24,0.16,0.13,0.04,,,
Theme Park,SAT,1994.0,Simulation,0.0,0.0,0.08,0.0,,,
Theme Park Roller Coaster,PS2,2000.0,Strategy,0.23,0.18,0.0,0.06,82.0,7.9,E
There,PS,2002.0,Simulation,0.03,0.02,0.0,0.0,,,
Theresia...,DS,2008.0,Adventure,0.05,0.0,0.0,0.0,61.0,8,M
Thief (2014),PS4,2014.0,Action,0.28,0.38,0.03,0.13,,,
Thief (2014),XOne,2014.0,Action,0.26,0.15,0.0,0.04,,,
Thief (2014),PS3,2014.0,Action,0.1,0.17,0.02,0.05,,,
Thief (2014),X360,2014.0,Action,0.14,0.11,0.0,0.02,,,
Thief (2014),PC,2014.0,Action,0.0,0.09,0.0,0.01,,,
Thief: Deadly Shadows,XB,2004.0,Action,0.13,0.04,0.0,0.01,82.0,7.3,M
thinkSMART,DS,2010.0,Misc,0.09,0.0,0.0,0.01,,tbd,E
thinkSMART FAMILY!,Wii,2010.0,Misc,0.03,0.0,0.0,0.0,,tbd,E
thinkSMART: Chess for Kids,DS,2011.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
This War of Mine,PS4,2016.0,Action,0.0,0.01,0.0,0.0,,,
Thomas & Friends: Hero of the Rails,DS,2010.0,Misc,0.0,0.07,0.0,0.01,,,
Thomas & Friends: Hero of the Rails,Wii,2010.0,Misc,0.0,0.01,0.0,0.0,,,
Thomas the Tank Engine & Friends,GBA,2004.0,Adventure,0.13,0.05,0.0,0.0,,,
Thor: God of Thunder,Wii,2011.0,Action,0.1,0.04,0.0,0.01,56.0,8,T
Thor: God of Thunder,3DS,2011.0,Action,0.06,0.03,0.0,0.01,55.0,4.2,T
Thor: God of Thunder,DS,2011.0,Action,0.08,0.03,0.0,0.01,64.0,7.2,E10+
Thor: God of Thunder,PS3,2011.0,Action,0.07,0.05,0.0,0.02,39.0,4.4,T
Thor: God of Thunder,X360,2011.0,Action,0.09,0.04,0.0,0.01,38.0,5.7,T
Thoroughbred Breeder,SNES,1993.0,Simulation,0.0,0.0,0.19,0.0,,,
Thoroughbred Breeder II,SNES,1994.0,Simulation,0.0,0.0,0.27,0.0,,,
Thoroughbred Breeder II Plus,PS,1995.0,Simulation,0.0,0.0,0.04,0.0,,,
Thousand Arms,PS,1998.0,Role-Playing,0.06,0.04,0.0,0.01,,,
Thrasher Presents: Skate and Destroy,PS,1998.0,Sports,0.22,0.15,0.0,0.03,,,
Threads of Fate,PS,1999.0,Role-Playing,0.12,0.08,0.0,0.01,,,
Thrillville,PSP,2006.0,Strategy,0.18,0.0,0.0,0.02,72.0,2.8,E10+
Thrillville,PS2,2006.0,Strategy,0.55,0.02,0.0,0.09,69.0,2.9,E10+
Thrillville: Off the Rails,DS,2007.0,Strategy,0.03,0.01,0.0,0.0,59.0,6.2,E
Thrillville: Off the Rails,PS2,2007.0,Strategy,0.2,0.16,0.0,0.05,70.0,1.7,E10+
Thrillville: Off the Rails,Wii,2007.0,Strategy,0.38,0.02,0.0,0.03,70.0,2.8,E10+
Thrillville: Off the Rails,X360,2007.0,Strategy,0.13,0.02,0.0,0.01,73.0,2.8,E10+
Thrillville: Off the Rails,PSP,2007.0,Strategy,0.09,0.0,0.0,0.01,72.0,0.6,E10+
Thunder Alley,GBA,2004.0,Racing,0.01,0.0,0.0,0.0,23.0,tbd,E
Thunder Force V: Perfect System,PS,1998.0,Shooter,0.03,0.02,0.0,0.0,,,
Thunder Force VI,PS2,2008.0,Shooter,0.0,0.0,0.02,0.0,,,
Thunder Truck Rally,PS,1997.0,Racing,0.08,0.05,0.0,0.01,,,
Thunderbirds,GBA,2004.0,Shooter,0.02,0.01,0.0,0.0,47.0,tbd,E
ThunderStrike 2,PS,1994.0,Simulation,0.1,0.07,0.0,0.01,,,
Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,0.17,0.13,0.0,0.04,65.0,8.1,T
Tiger & Bunny: Hero's Day,PSP,2013.0,Action,0.0,0.0,0.02,0.0,,,
Tiger & Bunny: On-Air Jack!,PSP,2012.0,Action,0.0,0.0,0.03,0.0,,,
Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,0.85,0.58,0.0,0.1,,,
Tiger Woods PGA Tour,PSP,2005.0,Sports,0.19,0.0,0.0,0.02,78.0,7.4,E
Tiger Woods PGA Tour,DS,2004.0,Sports,0.13,0.0,0.0,0.01,64.0,7.4,E
Tiger Woods PGA Tour 06,XB,2005.0,Sports,0.35,0.11,0.0,0.02,81.0,5.1,E
Tiger Woods PGA Tour 06,PS2,2005.0,Sports,0.74,0.03,0.0,0.12,83.0,6.2,E
Tiger Woods PGA Tour 06,X360,2005.0,Sports,0.28,0.0,0.0,0.02,71.0,7.4,E
Tiger Woods PGA Tour 06,GC,2005.0,Sports,0.08,0.02,0.0,0.0,82.0,4.8,E
Tiger Woods PGA Tour 06,PSP,2005.0,Sports,0.18,0.0,0.0,0.01,80.0,7.9,E
Tiger Woods PGA Tour 07,PS2,2006.0,Sports,0.6,0.02,0.0,0.1,79.0,6,E
Tiger Woods PGA Tour 07,XB,2006.0,Sports,0.13,0.05,0.0,0.01,81.0,6.8,E
Tiger Woods PGA Tour 07,Wii,,Sports,0.43,0.0,0.0,0.04,71.0,6.9,E
Tiger Woods PGA Tour 07,X360,2006.0,Sports,0.44,0.0,0.0,0.04,80.0,7.9,E
Tiger Woods PGA Tour 07,PS3,2006.0,Sports,0.31,0.12,0.0,0.07,81.0,tbd,E
Tiger Woods PGA Tour 07,PSP,2006.0,Sports,0.2,0.04,0.0,0.03,78.0,tbd,E
Tiger Woods PGA Tour 08,Wii,2007.0,Sports,0.93,0.01,0.0,0.08,72.0,7,E
Tiger Woods PGA Tour 08,PS3,2007.0,Sports,0.22,0.37,0.0,0.14,79.0,6.6,E
Tiger Woods PGA Tour 08,DS,2007.0,Sports,0.05,0.0,0.0,0.0,81.0,7.6,E
Tiger Woods PGA Tour 08,X360,2007.0,Sports,0.49,0.02,0.0,0.04,80.0,7.8,E
Tiger Woods PGA Tour 08,PS2,2007.0,Sports,0.19,0.15,0.0,0.05,65.0,tbd,E
Tiger Woods PGA Tour 08,PSP,2007.0,Sports,0.14,0.15,0.0,0.09,72.0,tbd,E
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,0.34,0.22,0.0,0.1,82.0,7.2,E
Tiger Woods PGA Tour 09,PS2,2008.0,Sports,0.16,0.0,0.0,0.21,,4.3,E
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,0.07,0.18,0.0,0.1,53.0,5.5,E
Tiger Woods PGA Tour 09,X360,2008.0,Sports,0.35,0.23,0.0,0.07,84.0,7.8,E
Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,0.8,0.47,0.0,0.14,81.0,8.7,E
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,0.42,0.25,0.0,0.11,81.0,7.7,E
Tiger Woods PGA Tour 10,Wii,2009.0,Sports,0.6,0.36,0.0,0.11,88.0,8.8,E
Tiger Woods PGA Tour 10,X360,2009.0,Sports,0.39,0.2,0.0,0.06,80.0,6.9,E
Tiger Woods PGA Tour 10,PS2,2009.0,Sports,0.12,0.01,0.0,0.13,,tbd,E
Tiger Woods PGA Tour 10,PSP,2009.0,Sports,0.12,0.07,0.0,0.05,70.0,tbd,E
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,0.23,0.25,0.0,0.06,84.0,8.3,E
Tiger Woods PGA Tour 11,PS3,2010.0,Sports,0.37,0.33,0.0,0.13,78.0,6.7,E
Tiger Woods PGA Tour 11,X360,2010.0,Sports,0.28,0.19,0.0,0.05,79.0,7.8,E
Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,0.4,0.16,0.0,0.05,80.0,6.1,E
Tiger Woods PGA Tour 12: The Masters,PS3,2011.0,Sports,0.52,0.25,0.0,0.11,80.0,7.3,E
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,0.2,0.11,0.0,0.03,85.0,6.7,E
Tiger Woods PGA Tour 13,X360,2012.0,Sports,0.29,0.18,0.0,0.04,77.0,5.6,E
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,0.24,0.21,0.0,0.08,75.0,5.7,E
Tiger Woods PGA Tour 14,X360,2013.0,Sports,0.21,0.12,0.0,0.03,77.0,6.2,E
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,0.16,0.14,0.0,0.07,74.0,3.8,E
Tiger Woods PGA Tour 2000,PS,1998.0,Sports,0.37,0.25,0.0,0.04,,,
Tiger Woods PGA Tour 2001,PS2,2001.0,Sports,0.36,0.28,0.0,0.09,74.0,tbd,E
Tiger Woods PGA Tour 2002,PS2,2002.0,Sports,0.44,0.35,0.0,0.12,80.0,7.6,E
Tiger Woods PGA Tour 2003,GC,2002.0,Sports,0.18,0.05,0.0,0.01,90.0,8,E
Tiger Woods PGA Tour 2003,XB,2002.0,Sports,0.35,0.08,0.0,0.01,88.0,8.5,E
Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,0.8,0.63,0.0,0.21,88.0,8.9,E
Tiger Woods PGA Tour 2004,XB,2003.0,Sports,0.47,0.13,0.0,0.02,89.0,8.2,E
Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,0.13,0.05,0.0,0.0,75.0,7.5,E
Tiger Woods PGA Tour 2004,GC,2003.0,Sports,0.12,0.03,0.0,0.0,89.0,7.8,E
Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,1.18,0.34,0.0,0.1,89.0,8.8,E
Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,01.03,0.32,0.0,0.09,88.0,8.2,E
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,0.0,0.01,0.0,0.0,91.0,4.5,E
Tiger Woods PGA Tour 2005,XB,2004.0,Sports,0.64,0.18,0.0,0.03,88.0,8.9,E
Tiger Woods PGA Tour 2005,GC,2004.0,Sports,0.1,0.03,0.0,0.0,88.0,tbd,E
Tiger Woods PGA Tour Golf,GBA,2002.0,Sports,0.03,0.01,0.0,0.0,,tbd,E
TigerShark,PS,1997.0,Simulation,0.04,0.03,0.0,0.0,,,
Tigger's Honey Hunt,PS,2000.0,Platform,0.16,0.11,0.0,0.02,,,
Tigger's Honey Hunt,N64,2000.0,Platform,0.16,0.04,0.0,0.0,,,
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,Adventure,0.06,0.02,0.0,0.0,65.0,7.3,E10+
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,0.17,0.13,0.0,0.04,65.0,8.6,E10+
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,0.1,0.04,0.0,0.0,71.0,5.5,E10+
Time and Eternity,PS3,2012.0,Role-Playing,0.06,0.03,0.06,0.02,42.0,5,T
Time Commando,PS,1996.0,Action,0.1,0.07,0.0,0.01,,,
Time Crisis,PS,1997.0,Shooter,0.38,0.87,0.33,0.1,,,
Time Crisis 3,PS2,2003.0,Shooter,0.3,0.23,0.0,0.08,81.0,8.1,T
Time Crisis 4,PS3,2007.0,Shooter,0.32,0.32,0.05,0.14,60.0,7.4,T
Time Crisis II,PS2,2001.0,Shooter,0.26,0.2,0.0,0.07,81.0,7.9,T
Time Crisis: Crisis Zone,PS2,2004.0,Shooter,0.11,0.09,0.0,0.03,66.0,tbd,T
Time Crisis: Project Titan,PS,2001.0,Shooter,0.03,0.02,0.0,0.0,71.0,6.7,T
Time Crisis: Razing Storm,PS3,2010.0,Shooter,0.18,0.2,0.07,0.08,58.0,5.9,T
Time Hollow,DS,2008.0,Adventure,0.03,0.01,0.11,0.0,64.0,7.8,T
Time Leap,X360,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
Time Travelers,PSV,2012.0,Adventure,0.0,0.0,0.05,0.0,,,
Time Travelers,3DS,2012.0,Adventure,0.0,0.0,0.04,0.0,,,
Time Travelers,PSP,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
TimeShift,PS3,2007.0,Shooter,0.14,0.0,0.0,0.01,70.0,6.3,M
TimeShift,PC,2007.0,Shooter,0.01,0.0,0.0,0.0,71.0,7.6,M
TimeShift,X360,2007.0,Shooter,0.36,0.02,0.0,0.03,70.0,7.9,M
Timeshock! Pro Pinball,PS,1998.0,Misc,0.02,0.01,0.0,0.0,,,
TimeSplitters,PS2,2000.0,Shooter,0.21,0.17,0.0,0.06,81.0,8,T
TimeSplitters 2,GC,2002.0,Shooter,0.34,0.09,0.0,0.01,88.0,9,T
TimeSplitters 2,XB,2002.0,Shooter,0.29,0.33,0.0,0.01,88.0,7.7,T
TimeSplitters 2,PS2,2002.0,Shooter,0.34,0.27,0.0,0.09,90.0,8.8,T
TimeSplitters: Future Perfect,PS2,2005.0,Shooter,0.12,0.09,0.0,0.03,84.0,9.1,M
TimeSplitters: Future Perfect,GC,2005.0,Shooter,0.06,0.02,0.0,0.0,82.0,9.1,M
TimeSplitters: Future Perfect,XB,2005.0,Shooter,0.12,0.03,0.0,0.01,83.0,8.9,M
Timmy Time,DS,2011.0,Action,0.0,0.02,0.0,0.0,,,
Tiny Tank,PS,1998.0,Action,0.19,0.13,0.0,0.02,,,
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001.0,Action,0.15,0.1,0.0,0.02,,,
Tiny Toon Adventures: The Great Beanstalk,PS,1998.0,Misc,0.17,0.12,0.0,0.02,,,
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998.0,Action,0.03,0.02,0.0,0.0,,,
Tiny Toon Adventures: Wacky Stackers,GBA,2001.0,Puzzle,0.01,0.0,0.0,0.0,58.0,tbd,E
Titan Quest,PC,2006.0,Role-Playing,0.01,0.04,0.0,0.01,77.0,8.1,T
Titanfall,PC,2014.0,Shooter,0.22,0.3,0.0,0.04,86.0,6.2,M
Titanfall,XOne,2014.0,Shooter,1.84,0.8,0.04,0.27,86.0,6.4,M
Titanfall,X360,2014.0,Shooter,0.87,0.34,0.02,0.13,83.0,5.9,M
Titanfall 2,XOne,2016.0,Shooter,0.37,0.15,0.0,0.05,87.0,8,M
Titanfall 2,PC,2016.0,Shooter,0.03,0.04,0.0,0.01,85.0,8,M
Titanfall 2,PS4,2016.0,Shooter,0.34,0.25,0.05,0.12,89.0,8.4,M
Titanic Mystery,DS,2010.0,Puzzle,0.05,0.01,0.0,0.01,,tbd,T
Titanic Mystery,Wii,2010.0,Puzzle,0.02,0.0,0.0,0.0,,tbd,T
TMNT,PSP,2007.0,Action,0.1,0.0,0.0,0.01,37.0,4.1,E10+
TMNT,DS,2007.0,Action,0.03,0.01,0.0,0.0,42.0,2.2,E10+
TMNT,X360,2007.0,Action,0.48,0.03,0.0,0.05,58.0,6.3,E10+
TMNT,Wii,2007.0,Action,0.3,0.03,0.0,0.03,60.0,5.9,E10+
TMNT: Mutant Melee,GC,2005.0,Fighting,0.06,0.01,0.0,0.0,44.0,2.8,T
TMNT: Mutant Melee,XB,2005.0,Fighting,0.01,0.0,0.0,0.0,43.0,4.8,T
TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,0.05,0.0,0.0,0.0,50.0,6.5,T
TNA iMPACT: Cross the Line,DS,2010.0,Fighting,0.04,0.0,0.0,0.0,,tbd,T
TNA iMPACT!,X360,2008.0,Fighting,0.26,0.15,0.0,0.04,,,
TNA iMPACT!,PS3,2008.0,Fighting,0.22,0.12,0.0,0.06,,,
TNA iMPACT!,PS2,2008.0,Fighting,0.1,0.0,0.0,0.12,,,
TNA iMPACT!,Wii,2008.0,Fighting,0.14,0.01,0.0,0.01,,,
TNN Motor Sports Hardcore 4x4,PS,1996.0,Racing,0.73,0.5,0.0,0.09,,,
To Heart,PS,1999.0,Adventure,0.0,0.0,0.13,0.01,,,
To Heart 2 DX Plus,PS3,2011.0,Adventure,0.0,0.0,0.05,0.0,,,
To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,0.0,0.0,0.11,0.0,,,
To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,0.0,0.0,0.05,0.0,,,
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014.0,Action,0.0,0.0,0.05,0.0,,,
To Love-Ru Trouble: Darkness - True Princess,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Toaru Kagaku no Chou Denjihou,PSP,2011.0,Adventure,0.0,0.0,0.06,0.0,,,
Toaru Majutsu no Index,PSP,2011.0,Adventure,0.0,0.0,0.1,0.0,,,
Toaru Majutsu no Kagaku no Ensemble,PSP,2013.0,Adventure,0.0,0.0,0.03,0.0,,,
Tobal 2,PS,1997.0,Fighting,0.0,0.0,0.35,0.02,,,
Tobal No.1,PS,1996.0,Fighting,0.12,0.08,0.66,0.06,,,
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,0.0,0.0,0.01,0.0,,,
TOCA 2: Touring Cars,PS,1998.0,Racing,0.03,1.16,0.02,0.11,,,
TOCA Race Driver 2,XB,2004.0,Racing,0.03,0.01,0.0,0.0,,8.3,T
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005.0,Racing,0.0,0.25,0.0,0.0,,,
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,0.09,0.03,0.0,0.0,,,
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,0.03,0.02,0.0,0.01,,,
TOCA Race Driver 3,XB,2006.0,Racing,0.03,0.01,0.0,0.0,84.0,8,E10+
TOCA Race Driver 3,PS2,2006.0,Racing,0.04,0.03,0.0,0.01,82.0,7.2,E10+
TOCA Race Driver 3,PC,2006.0,Racing,0.0,0.02,0.0,0.0,84.0,7.8,E10+
